vendor_id,vendor_name,vendor_type,risk_score,predicted_severity,prediction_confidence,severity_rank,priority_score,risk_drivers
VND-0303,Blue Solutions 303,Consulting,64,MEDIUM,0.8267742744213255,2,137.60322823263976,Recent Breach
VND-0283,Nova Analytics 283,Data Analytics,59,MEDIUM,0.8594317479575142,2,137.58295243872544,Expired Certifications
VND-0057,Quantum Partners 57,Consulting,51,MEDIUM,0.9121771195754476,2,137.56531358726343,Expired Certifications
VND-0101,Nova Cloud 101,Data Analytics,44,MEDIUM,0.9581621093051504,2,137.54486327915453,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001"
VND-0180,Secure Cloud 180,Infrastructure,58,MEDIUM,0.859238125969031,2,137.37714377907093,"Active Access After Contract Expiry, Missing SOC2, High Data Sensitivity"
VND-0371,Titan Networks 371,Payment Processing,49,MEDIUM,0.9184913590014293,2,137.3547407700429,"Active Access After Contract Expiry, Expired Certifications"
VND-0159,Prime Labs 159,Cloud Services,48,MEDIUM,0.9245776036407536,2,137.3373281092226,"Active Access After Contract Expiry, High Data Sensitivity"
VND-0353,Nova Analytics 353,Consulting,50,MEDIUM,0.9104932404753925,2,137.31479721426177,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001"
VND-0163,Apex Networks 163,Security,60,MEDIUM,0.8314714076026171,2,136.9441422280785,"Missing ISO27001, Expired Certifications"
VND-0261,Blue Solutions 261,Compliance,71,MEDIUM,0.7552408360555843,2,136.85722508166754,"Active Access After Contract Expiry, High Data Sensitivity"
VND-0241,Titan Analytics 241,Consulting,50,MEDIUM,0.8944429517437774,2,136.83328855231332,"Active Access After Contract Expiry, Expired Certifications"
VND-0059,Secure Analytics 59,Infrastructure,68,MEDIUM,0.7715389716928247,2,136.74616915078474,"Active Access After Contract Expiry, Missing ISO27001"
VND-0361,Titan Partners 361,Cloud Services,46,MEDIUM,0.9176909332586111,2,136.73072799775832,"Active Access After Contract Expiry, Missing ISO27001, High Data Sensitivity"
VND-0225,Prime Services 225,Software,49,MEDIUM,0.8973555817875813,2,136.72066745362744,"Active Access After Contract Expiry, Missing SOC2"
VND-0002,Titan Analytics 2,Payment Processing,45,MEDIUM,0.9205597265475888,2,136.61679179642766,"Active Access After Contract Expiry, High Data Sensitivity"
VND-0321,Titan Networks 321,Payment Processing,59,MEDIUM,0.8251045709357482,2,136.55313712807245,"Expired Certifications, Recent Breach"
VND-0265,Prime Solutions 265,Payment Processing,51,MEDIUM,0.878284765629478,2,136.54854296888433,"Active Access After Contract Expiry, Missing ISO27001"
VND-0205,Vertex Analytics 205,Cloud Services,53,MEDIUM,0.8607628620002287,2,136.42288586000686,Expired Certifications
VND-0155,Apex Analytics 155,Data Analytics,43,MEDIUM,0.9230458263366331,2,136.29137479009898,"Active Access After Contract Expiry, Expired Certifications"
VND-0023,Blue Networks 23,Cloud Services,52,MEDIUM,0.8618040786744511,2,136.25412236023354,"Missing SOC2, Expired Certifications"
VND-0306,Apex Networks 306,Software,56,MEDIUM,0.8345969285641144,2,136.2379078569234,"Active Access After Contract Expiry, Missing ISO27001, High Data Sensitivity"
VND-0172,Blue Cloud 172,Cloud Services,62,MEDIUM,0.7940981017465678,2,136.22294305239703,Recent Breach
VND-0099,Prime Systems 99,Consulting,54,MEDIUM,0.8467874371953923,2,136.20362311586177,"Active Access After Contract Expiry, Missing SOC2"
VND-0377,Nova Systems 377,Software,46,MEDIUM,0.8975286663214246,2,136.12585998964272,Active Access After Contract Expiry
VND-0324,Vertex Partners 324,Data Analytics,39,MEDIUM,0.9392673142329281,2,135.97801942698786,Active Access After Contract Expiry
VND-0024,Vertex Cloud 24,Infrastructure,43,MEDIUM,0.9110612162966977,2,135.93183648890093,Expired Certifications
VND-0384,Nova Systems 384,Cloud Services,49,MEDIUM,0.8661375007314396,2,135.7841250219432,"Missing SOC2, Expired Certifications"
VND-0374,Blue Labs 374,Data Analytics,59,MEDIUM,0.7965488746975546,2,135.69646624092664,"Active Access After Contract Expiry, Missing ISO27001, Expired Certifications"
VND-0240,Titan Partners 240,Data Analytics,36,MEDIUM,0.941626490226337,2,135.4487947067901,"Active Access After Contract Expiry, Missing ISO27001"
VND-0217,Titan Services 217,Data Analytics,33,MEDIUM,0.9513450013319051,2,135.14035003995716,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001"
VND-0234,Secure Labs 234,Compliance,45,MEDIUM,0.8622124520977611,2,134.86637356293284,"Missing SOC2, Expired Certifications"
VND-0316,Blue Cloud 316,Payment Processing,32,MEDIUM,0.9449483790093954,2,134.74845137028186,"Active Access After Contract Expiry, Missing ISO27001, Expired Certifications"
VND-0387,Secure Systems 387,Infrastructure,37,MEDIUM,0.911145061020775,2,134.73435183062324,"Active Access After Contract Expiry, Missing SOC2"
VND-0184,Vertex Solutions 184,Compliance,34,MEDIUM,0.9183118683633995,2,134.349356050902,"Active Access After Contract Expiry, Missing SOC2"
VND-0286,Blue Solutions 286,Payment Processing,42,MEDIUM,0.8639152133271246,2,134.31745639981375,"Active Access After Contract Expiry, Missing SOC2, Expired Certifications"
VND-0174,Blue Systems 174,Consulting,39,MEDIUM,0.8832622843250237,2,134.29786852975073,"Missing ISO27001, Expired Certifications"
VND-0239,Prime Systems 239,Payment Processing,28,MEDIUM,0.9508744428667968,2,134.1262332860039,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001"
VND-0042,Quantum Services 42,Software,50,MEDIUM,0.7925352694192894,2,133.7760580825787,Recent Breach
VND-0385,Apex Labs 385,Infrastructure,30,MEDIUM,0.9234232194598875,2,133.70269658379664,Expired Certifications
VND-0011,Quantum Systems 11,Infrastructure,36,MEDIUM,0.875568801023459,2,133.46706403070377,Active Access After Contract Expiry
VND-0109,Prime Networks 109,Infrastructure,29,MEDIUM,0.9212039606629768,2,133.43611881988932,"Active Access After Contract Expiry, Missing ISO27001"
VND-0230,Quantum Labs 230,Data Analytics,33,MEDIUM,0.8851485984945736,2,133.1544579548372,"Active Access After Contract Expiry, High Data Sensitivity"
VND-0226,Quantum Services 226,Infrastructure,28,MEDIUM,0.9161422475176927,2,133.08426742553078,"Active Access After Contract Expiry, Missing ISO27001, High Data Sensitivity"
VND-0181,Quantum Systems 181,Payment Processing,29,MEDIUM,0.9065535546560498,2,132.9966066396815,"Missing ISO27001, Expired Certifications"
VND-0176,Apex Services 176,Data Analytics,29,MEDIUM,0.9064188075046755,2,132.99256422514028,Expired Certifications
VND-0047,Quantum Services 47,Software,38,MEDIUM,0.8440036077169882,2,132.92010823150966,Expired Certifications
VND-0066,Secure Cloud 66,Data Analytics,20,MEDIUM,0.9608919193922748,2,132.82675758176825,Active Access After Contract Expiry
VND-0338,Vertex Solutions 338,Software,26,MEDIUM,0.9194401153046807,2,132.78320345914042,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001"
VND-0038,Nova Networks 38,Infrastructure,28,MEDIUM,0.9041294964639819,2,132.72388489391946,"Missing ISO27001, Expired Certifications"
VND-0328,Prime Services 328,Cloud Services,53,MEDIUM,0.7366813464269362,2,132.70044039280808,"Expired Certifications, High Data Sensitivity"
VND-0129,Blue Systems 129,Infrastructure,48,MEDIUM,0.7688681630588651,2,132.66604489176595,Expired Certifications
VND-0207,Titan Services 207,Security,30,MEDIUM,0.8887247474747474,2,132.66174242424242,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001, Recent Breach"
VND-0246,Vertex Services 246,Cloud Services,52,MEDIUM,0.7397931749645618,2,132.59379524893686,"Active Access After Contract Expiry, Missing ISO27001, High Data Sensitivity"
VND-0187,Blue Solutions 187,Consulting,45,MEDIUM,0.7845870666075976,2,132.53761199822793,Recent Breach
VND-0135,Blue Systems 135,Software,23,MEDIUM,0.9291586153490442,2,132.47475846047132,"Active Access After Contract Expiry, Expired Certifications"
VND-0274,Vertex Partners 274,Compliance,28,MEDIUM,0.8924716918406395,2,132.37415075521918,"Active Access After Contract Expiry, Missing ISO27001, Expired Certifications"
VND-0375,Nova Cloud 375,Security,21,MEDIUM,0.9358647968970812,2,132.27594390691243,"Active Access After Contract Expiry, Missing SOC2"
VND-0363,Quantum Solutions 363,Cloud Services,32,MEDIUM,0.86017845290889,2,132.2053535872667,Expired Certifications
VND-0396,Quantum Analytics 396,Data Analytics,46,MEDIUM,0.7628532915999134,2,132.0855987479974,"Active Access After Contract Expiry, Missing SOC2, Expired Certifications"
VND-0208,Quantum Cloud 208,Data Analytics,37,MEDIUM,0.8212651986796473,2,132.0379559603894,Expired Certifications
VND-0151,Vertex Solutions 151,Infrastructure,24,MEDIUM,0.9046205871316865,2,131.9386176139506,"Active Access After Contract Expiry, Missing SOC2"
VND-0398,Secure Cloud 398,Data Analytics,20,MEDIUM,0.9305267096205925,2,131.91580128861779,"Missing SOC2, Expired Certifications"
VND-0326,Prime Labs 326,Software,51,MEDIUM,0.7228024380105624,2,131.88407314031687,"Active Access After Contract Expiry, High Data Sensitivity"
VND-0189,Blue Systems 189,Software,25,MEDIUM,0.8950493544929595,2,131.8514806347888,"Active Access After Contract Expiry, Expired Certifications"
VND-0126,Secure Services 126,Cloud Services,58,MEDIUM,0.6708202875931214,2,131.72460862779363,Expired Certifications
VND-0201,Nova Systems 201,Data Analytics,22,MEDIUM,0.9030006443967283,2,131.49001933190186,"Active Access After Contract Expiry, Missing SOC2, Expired Certifications"
VND-0164,Titan Services 164,Data Analytics,24,MEDIUM,0.8869888731802643,2,131.40966619540794,Expired Certifications
VND-0280,Quantum Systems 280,Compliance,27,MEDIUM,0.8642977808357719,2,131.32893342507316,"Active Access After Contract Expiry, Expired Certifications"
VND-0086,Titan Systems 86,Software,20,MEDIUM,0.9101354515050167,2,131.30406354515048,"Active Access After Contract Expiry, Expired Certifications"
VND-0233,Apex Cloud 233,Payment Processing,26,MEDIUM,0.8686298768404199,2,131.2588963052126,"Missing ISO27001, Expired Certifications"
VND-0165,Vertex Cloud 165,Cloud Services,26,MEDIUM,0.8650740266227779,2,131.15222079868332,"Active Access After Contract Expiry, Missing SOC2, Expired Certifications"
VND-0031,Titan Networks 31,Payment Processing,26,MEDIUM,0.8594689374318242,2,130.9840681229547,Expired Certifications
VND-0356,Secure Services 356,Compliance,21,MEDIUM,0.8856399216001641,2,130.7691976480049,"Active Access After Contract Expiry, Missing SOC2, High Data Sensitivity"
VND-0251,Blue Solutions 251,Security,33,MEDIUM,0.8038211318785481,2,130.71463395635644,Recent Breach
VND-0276,Nova Networks 276,Compliance,27,MEDIUM,0.8084736194433074,2,129.65420858329924,"Active Access After Contract Expiry, Missing ISO27001, High Data Sensitivity"
VND-0132,Secure Services 132,Software,67,MEDIUM,0.5312935554108563,2,129.33880666232568,"Active Access After Contract Expiry, Missing ISO27001, Expired Certifications"
VND-0178,Titan Systems 178,Cloud Services,62,MEDIUM,0.5616831128248626,2,129.25049338474588,Expired Certifications
VND-0380,Vertex Solutions 380,Software,28,MEDIUM,0.7685847492295137,2,128.6575424768854,"Active Access After Contract Expiry, Missing SOC2, Expired Certifications"
VND-0348,Nova Partners 348,Compliance,44,MEDIUM,0.6579238466584512,2,128.53771539975355,Expired Certifications
VND-0198,Apex Systems 198,Payment Processing,24,MEDIUM,0.7469599976839436,2,127.20879993051831,"Active Access After Contract Expiry, Missing ISO27001, High Data Sensitivity"
VND-0397,Quantum Partners 397,Software,21,MEDIUM,0.7549742804771394,2,126.84922841431418,"Active Access After Contract Expiry, Expired Certifications"
VND-0117,Vertex Partners 117,Data Analytics,21,MEDIUM,0.7437166392629702,2,126.5114991778891,"Expired Certifications, High Data Sensitivity"
VND-0364,Titan Solutions 364,Software,37,MEDIUM,0.6365301631358332,2,126.49590489407501,Expired Certifications
VND-0074,Secure Services 74,Infrastructure,56,MEDIUM,0.43222167394499633,2,124.16665021834989,"Active Access After Contract Expiry, Missing ISO27001, Expired Certifications, High Data Sensitivity"
VND-0291,Vertex Services 291,Compliance,56,MEDIUM,0.42188661863514887,2,123.85659855905446,Expired Certifications
VND-0139,Blue Cloud 139,Infrastructure,37,MEDIUM,0.4976146754119323,2,122.32844026235797,"Expired Certifications, High Data Sensitivity"
VND-0331,Apex Partners 331,Security,74,LOW,0.9737676762206244,1,94.01303028661873,Missing ISO27001
VND-0344,Prime Systems 344,Security,78,LOW,0.936079084743902,1,93.68237254231707,Missing ISO27001
VND-0032,Prime Solutions 32,Security,74,LOW,0.9447382982116312,1,93.14214894634894,
VND-0219,Nova Cloud 219,Infrastructure,78,LOW,0.9151220067805439,1,93.05366020341631,Missing SOC2
VND-0359,Apex Services 359,Software,76,LOW,0.8993988987705862,1,92.18196696311759,"Missing SOC2, Missing ISO27001"
VND-0071,Secure Labs 71,Security,79,LOW,0.8767160655997008,1,92.10148196799102,
VND-0182,Nova Partners 182,Security,70,LOW,0.9316198637244854,1,91.94859591173456,Missing ISO27001
VND-0319,Secure Partners 319,Consulting,77,LOW,0.8834314626235615,1,91.90294387870685,Missing SOC2
VND-0369,Apex Analytics 369,Infrastructure,76,LOW,0.8895849135399121,1,91.88754740619737,Missing ISO27001
VND-0076,Nova Labs 76,Infrastructure,77,LOW,0.8821946418537618,1,91.86583925561285,Missing SOC2
VND-0351,Prime Systems 351,Consulting,76,LOW,0.8859573301994681,1,91.77871990598405,"Missing SOC2, Missing ISO27001, High Data Sensitivity"
VND-0301,Quantum Systems 301,Software,67,LOW,0.9392790119846566,1,91.5783703595397,
VND-0168,Quantum Labs 168,Data Analytics,68,LOW,0.932391378388639,1,91.57174135165917,Missing ISO27001
VND-0106,Titan Services 106,Payment Processing,67,LOW,0.9340132355532532,1,91.4203970665976,
VND-0254,Secure Partners 254,Software,72,LOW,0.8983678946757385,1,91.35103684027216,"Missing SOC2, Missing ISO27001"
VND-0054,Vertex Analytics 54,Compliance,68,LOW,0.924278403003145,1,91.32835209009434,"Missing SOC2, Missing ISO27001"
VND-0062,Apex Analytics 62,Data Analytics,62,LOW,0.9604468715115518,1,91.21340614534657,
VND-0119,Prime Labs 119,Consulting,69,LOW,0.9099769351753169,1,91.0993080552595,Missing ISO27001
VND-0229,Nova Cloud 229,Cloud Services,67,LOW,0.9185760406352381,1,90.95728121905715,Missing SOC2
VND-0082,Prime Services 82,Security,75,LOW,0.8617376814572272,1,90.85213044371682,"Missing SOC2, Missing ISO27001"
VND-0279,Nova Solutions 279,Security,75,LOW,0.8614861533897187,1,90.84458460169157,Missing SOC2
VND-0152,Quantum Labs 152,Data Analytics,67,LOW,0.9118069257725077,1,90.75420777317524,
VND-0104,Nova Partners 104,Infrastructure,66,LOW,0.9179012340232218,1,90.73703702069666,Missing ISO27001
VND-0381,Secure Systems 381,Cloud Services,75,LOW,0.8572014296890607,1,90.71604289067182,Missing ISO27001
VND-0292,Blue Analytics 292,Consulting,69,LOW,0.8969596709402226,1,90.70879012820667,"Missing SOC2, Missing ISO27001"
VND-0211,Nova Solutions 211,Security,68,LOW,0.902638486372277,1,90.6791545911683,Missing ISO27001
VND-0121,Nova Partners 121,Software,59,LOW,0.9608662052470962,1,90.62598615741288,"Missing SOC2, Missing ISO27001"
VND-0186,Nova Systems 186,Security,68,LOW,0.9001557719439579,1,90.60467315831875,"Missing SOC2, Missing ISO27001"
VND-0009,Prime Systems 9,Data Analytics,79,LOW,0.8194092355065788,1,90.38227706519736,"Missing ISO27001, High Data Sensitivity"
VND-0310,Quantum Analytics 310,Consulting,64,LOW,0.9167027016417155,1,90.30108104925147,Missing SOC2
VND-0395,Apex Services 395,Security,72,LOW,0.861321246608361,1,90.23963739825084,"Missing SOC2, Missing ISO27001, High Data Sensitivity"
VND-0392,Prime Systems 392,Consulting,62,LOW,0.9213543609458672,1,90.04063082837602,Missing ISO27001
VND-0320,Quantum Cloud 320,Payment Processing,58,LOW,0.9470499807403587,1,90.01149942221076,Missing ISO27001
VND-0097,Prime Partners 97,Infrastructure,69,LOW,0.8701094421303612,1,89.90328326391084,Missing SOC2
VND-0043,Titan Labs 43,Security,80,LOW,0.7951283469921414,1,89.85385040976425,Missing SOC2
VND-0040,Secure Cloud 40,Security,57,LOW,0.9473840805834122,1,89.82152241750236,"Missing SOC2, High Data Sensitivity"
VND-0017,Prime Services 17,Software,62,LOW,0.9121650498438966,1,89.76495149531691,"Missing SOC2, High Data Sensitivity"
VND-0166,Apex Labs 166,Consulting,62,LOW,0.9074254988278264,1,89.6227649648348,"Missing SOC2, Missing ISO27001"
VND-0012,Blue Cloud 12,Cloud Services,60,LOW,0.9089606969921068,1,89.2688209097632,Missing ISO27001
VND-0370,Nova Analytics 370,Consulting,55,LOW,0.9385745277518653,1,89.15723583255595,"Missing SOC2, Missing ISO27001"
VND-0046,Quantum Partners 46,Software,55,LOW,0.9383808240806172,1,89.15142472241851,Missing ISO27001
VND-0386,Vertex Cloud 386,Payment Processing,55,LOW,0.9383065813814981,1,89.14919744144494,"Missing ISO27001, High Data Sensitivity"
VND-0313,Secure Solutions 313,Software,53,LOW,0.951453550639861,1,89.14360651919583,"Missing SOC2, Missing ISO27001"
VND-0315,Quantum Services 315,Data Analytics,70,LOW,0.8333316704856599,1,88.9999501145698,Missing ISO27001
VND-0019,Nova Labs 19,Cloud Services,66,LOW,0.8548549227900927,1,88.84564768370278,Missing ISO27001
VND-0175,Nova Solutions 175,Cloud Services,75,LOW,0.7920175541423613,1,88.76052662427084,"Missing SOC2, Missing ISO27001"
VND-0167,Quantum Partners 167,Software,51,LOW,0.9512335047703704,1,88.73700514311112,Missing ISO27001
VND-0275,Vertex Cloud 275,Payment Processing,58,LOW,0.9034000079455785,1,88.70200023836736,Missing ISO27001
VND-0158,Nova Labs 158,Infrastructure,56,LOW,0.9163105320414482,1,88.68931596124345,
VND-0314,Blue Services 314,Security,52,LOW,0.9362931890378001,1,88.48879567113401,Missing ISO27001
VND-0131,Blue Solutions 131,Data Analytics,70,LOW,0.8100705124554588,1,88.30211537366377,Missing SOC2
VND-0056,Vertex Cloud 56,Infrastructure,54,LOW,0.9139000253302079,1,88.21700075990624,High Data Sensitivity
VND-0103,Prime Services 103,Consulting,59,LOW,0.8784112405969584,1,88.15233721790875,"Missing SOC2, Missing ISO27001"
VND-0213,Nova Cloud 213,Infrastructure,57,LOW,0.8876461165204174,1,88.02938349561254,
VND-0354,Prime Systems 354,Payment Processing,74,LOW,0.7717678021567569,1,87.9530340647027,"Missing SOC2, Missing ISO27001"
VND-0266,Blue Systems 266,Payment Processing,45,LOW,0.9634197983241858,1,87.90259394972557,Missing SOC2
VND-0145,Blue Analytics 145,Cloud Services,50,LOW,0.9285863930238962,1,87.8575917907169,"Missing SOC2, Missing ISO27001"
VND-0111,Blue Analytics 111,Software,49,LOW,0.934833013459973,1,87.84499040379919,"Missing SOC2, Missing ISO27001"
VND-0138,Quantum Solutions 138,Consulting,57,LOW,0.8809081514943589,1,87.82724454483078,Missing ISO27001
VND-0130,Nova Analytics 130,Payment Processing,51,LOW,0.9162863637084526,1,87.68859091125358,"Missing SOC2, Missing ISO27001, High Data Sensitivity"
VND-0289,Secure Analytics 289,Data Analytics,79,LOW,0.7281652589776967,1,87.6449577693309,
VND-0060,Prime Analytics 60,Software,51,LOW,0.908936242733186,1,87.46808728199558,Missing ISO27001
VND-0318,Prime Analytics 318,Compliance,43,LOW,0.9612597264826747,1,87.43779179448023,Missing SOC2
VND-0358,Blue Services 358,Software,72,LOW,0.7671568707292079,1,87.41470612187624,"Missing SOC2, High Data Sensitivity"
VND-0153,Titan Services 153,Payment Processing,46,LOW,0.9390738832643799,1,87.3722164979314,Missing ISO27001
VND-0267,Nova Cloud 267,Software,49,LOW,0.9175091722338031,1,87.32527516701408,"Missing SOC2, Missing ISO27001"
VND-0305,Vertex Analytics 305,Software,57,LOW,0.8597714560456571,1,87.19314368136972,Missing ISO27001
VND-0123,Titan Networks 123,Payment Processing,43,LOW,0.9501175324334364,1,87.10352597300309,"Missing SOC2, Missing ISO27001"
VND-0263,Apex Systems 263,Payment Processing,39,LOW,0.9661925704422597,1,86.78577711326778,"Missing SOC2, Missing ISO27001"
VND-0125,Nova Partners 125,Data Analytics,40,LOW,0.9553324114315724,1,86.65997234294717,Missing SOC2
VND-0334,Vertex Partners 334,Security,41,LOW,0.9448700579631469,1,86.54610173889441,
VND-0067,Titan Cloud 67,Cloud Services,47,LOW,0.903219650910327,1,86.49658952730982,Missing SOC2
VND-0026,Nova Solutions 26,Security,42,LOW,0.934883815692249,1,86.44651447076748,"Missing SOC2, Missing ISO27001"
VND-0311,Vertex Cloud 311,Data Analytics,52,LOW,0.8649240727332342,1,86.34772218199703,High Data Sensitivity
VND-0269,Blue Systems 269,Consulting,39,LOW,0.9487099023880806,1,86.26129707164242,"Missing SOC2, Missing ISO27001"
VND-0345,Quantum Partners 345,Security,42,LOW,0.9286657670680752,1,86.25997301204227,
VND-0259,Secure Networks 259,Compliance,51,LOW,0.8685219834751413,1,86.25565950425424,Missing SOC2
VND-0022,Blue Analytics 22,Cloud Services,42,LOW,0.9255395778298106,1,86.16618733489432,"Missing SOC2, Missing ISO27001"
VND-0052,Apex Services 52,Software,44,LOW,0.9105690461421194,1,86.11707138426358,High Data Sensitivity
VND-0365,Blue Analytics 365,Cloud Services,64,LOW,0.7675504112815003,1,85.826512338445,"Missing ISO27001, High Data Sensitivity"
VND-0300,Nova Services 300,Infrastructure,40,LOW,0.9258676353180918,1,85.77602905954275,"Missing SOC2, Missing ISO27001"
VND-0244,Apex Partners 244,Data Analytics,56,LOW,0.8173622128962377,1,85.72086638688712,Missing ISO27001
VND-0065,Vertex Solutions 65,Cloud Services,42,LOW,0.9080528260458928,1,85.64158478137679,"Missing SOC2, Missing ISO27001"
VND-0169,Titan Systems 169,Cloud Services,37,LOW,0.9401795072782128,1,85.60538521834638,
VND-0127,Nova Cloud 127,Payment Processing,40,LOW,0.9167285072820913,1,85.50185521846274,Missing SOC2
VND-0105,Prime Solutions 105,Consulting,40,LOW,0.9130392323849407,1,85.39117697154822,"Missing SOC2, Missing ISO27001"
VND-0027,Titan Systems 27,Infrastructure,38,LOW,0.9222240928751353,1,85.26672278625405,
VND-0218,Quantum Services 218,Infrastructure,33,LOW,0.9490190467431414,1,85.07057140229423,"Missing SOC2, Missing ISO27001"
VND-0343,Titan Services 343,Data Analytics,39,LOW,0.9069979095281954,1,85.00993728584585,"Missing ISO27001, High Data Sensitivity"
VND-0096,Nova Cloud 96,Software,47,LOW,0.8480440307927338,1,84.84132092378202,Missing SOC2
VND-0238,Titan Cloud 238,Consulting,35,LOW,0.9269776464501837,1,84.80932939350551,"Missing SOC2, Missing ISO27001"
VND-0285,Secure Services 285,Security,43,LOW,0.869468244047366,1,84.68404732142098,High Data Sensitivity
VND-0160,Apex Services 160,Software,27,LOW,0.9694210103618336,1,84.48263031085501,
VND-0008,Apex Solutions 8,Cloud Services,32,LOW,0.9298140291226333,1,84.294420873679,Missing SOC2
VND-0102,Secure Systems 102,Cloud Services,33,LOW,0.9216625585923057,1,84.24987675776916,Missing SOC2
VND-0322,Nova Systems 322,Compliance,36,LOW,0.9016571254530299,1,84.2497137635909,"Missing SOC2, Missing ISO27001"
VND-0297,Titan Networks 297,Infrastructure,70,LOW,0.6717686067826404,1,84.15305820347922,
VND-0140,Quantum Analytics 140,Security,30,LOW,0.937635492319157,1,84.12906476957471,"Missing ISO27001, High Data Sensitivity"
VND-0237,Secure Networks 237,Payment Processing,26,LOW,0.9574043557165859,1,83.92213067149758,"Missing SOC2, High Data Sensitivity"
VND-0252,Quantum Networks 252,Payment Processing,32,LOW,0.9140803193666598,1,83.8224095809998,Missing ISO27001
VND-0045,Nova Partners 45,Payment Processing,27,LOW,0.9410228415816083,1,83.63068524744826,"Missing SOC2, Missing ISO27001"
VND-0080,Vertex Systems 80,Software,28,LOW,0.9324017403436611,1,83.57205221030983,Missing SOC2
VND-0243,Titan Labs 243,Compliance,29,LOW,0.9241017893845211,1,83.52305368153563,
VND-0083,Quantum Partners 83,Compliance,73,LOW,0.6303359587211986,1,83.51007876163595,"Missing SOC2, Missing ISO27001"
VND-0293,Titan Services 293,Consulting,28,LOW,0.9224349726519796,1,83.27304917955938,"Missing SOC2, Missing ISO27001"
VND-0272,Vertex Partners 272,Compliance,25,LOW,0.9390791470226693,1,83.17237441068008,Missing SOC2
VND-0146,Vertex Solutions 146,Consulting,26,LOW,0.9304914092459058,1,83.11474227737718,Missing ISO27001
VND-0004,Titan Services 4,Infrastructure,37,LOW,0.8416994602176459,1,82.65098380652938,Missing ISO27001
VND-0271,Nova Partners 271,Payment Processing,23,LOW,0.9314210147826013,1,82.54263044347803,
VND-0202,Prime Cloud 202,Consulting,23,LOW,0.9248560028063909,1,82.34568008419171,Missing ISO27001
VND-0357,Titan Systems 357,Data Analytics,20,LOW,0.9371167406018723,1,82.11350221805617,
VND-0063,Secure Networks 63,Data Analytics,71,LOW,0.5950760739874813,1,82.05228221962444,"Active Access After Contract Expiry, Missing SOC2, Missing ISO27001"
VND-0255,Vertex Solutions 255,Software,28,LOW,0.8796572908520731,1,81.98971872556218,Missing SOC2
VND-0352,Blue Cloud 352,Payment Processing,39,LOW,0.7982557435713794,1,81.74767230714137,"Missing SOC2, High Data Sensitivity"
VND-0028,Nova Cloud 28,Software,20,LOW,0.9240147268622699,1,81.72044180586809,Missing ISO27001
VND-0264,Titan Labs 264,Compliance,24,LOW,0.8910790427997352,1,81.53237128399205,High Data Sensitivity
VND-0227,Secure Partners 227,Compliance,80,LOW,0.4641226757163765,1,79.92368027149129,"Missing SOC2, Missing ISO27001"
VND-0116,Quantum Services 116,Data Analytics,22,LOW,0.8260357353043198,1,79.1810720591296,"Missing SOC2, Missing ISO27001"
VND-0224,Blue Services 224,Payment Processing,28,LOW,0.7757703523312613,1,78.87311056993784,
VND-0349,Apex Networks 349,Compliance,20,LOW,0.7982562292287134,1,77.94768687686141,"Missing SOC2, Missing ISO27001"
VND-0335,Titan Networks 335,Compliance,24,LOW,0.7529568258010008,1,77.38870477403002,"Missing ISO27001, High Data Sensitivity"
